2.61176189045e-140	1.16170346221e-137	1.87501361649e-138	9.76547904286e-138	1.1647789929e-137	1.37372785036e-138	2.8226721019e-138	1.43540363628e-138	9.41472746674e-138	2.72366909519e-139	5.25738144091e-139	3.99784995114e-142	9.73839537686e-138	3.5235076167e-138	9.76059077884e-138	2.8565472769e-139	4.06976368077e-138	1.76745089732e-138	4.45762386716e-140	6.25345339143e-139	9.16082429847e-138	7.38755447885e-140	1.25098241889e-139	1.87494906702e-138	5.77616205667e-139	1.24576985067e-138	1.62401805521e-137	1.01920829457e-137	1.32302257946e-138	3.10318653786e-138	
5.50685516268e-128	1.3985639334e-128	2.41648829891e-128	8.12862773179e-129	1.76501040307e-128	8.62994047104e-128	3.37796267563e-129	4.48896980098e-130	1.71736110923e-127	2.52856971146e-128	3.07324473271e-130	1.86148702064e-128	1.59111645781e-130	9.25250357273e-130	7.06180756318e-129	7.26931583318e-129	1.81588867727e-131	3.33081323943e-128	2.05288850841e-131	1.06253537266e-128	4.87212080247e-130	1.09256073141e-128	6.37733985715e-129	1.05528958219e-128	2.94251695154e-130	8.96636529564e-129	8.21764699913e-129	2.41094654349e-128	9.14954393208e-129	2.04835238133e-129	
5.50696141696e-122	1.02190998969e-121	4.73684847892e-121	6.0549454169e-123	1.20410979011e-122	6.33976884813e-121	1.42235688816e-123	4.11274298951e-121	8.01241624333e-122	2.66781132379e-121	6.61329038736e-123	4.29779316689e-122	4.36712118276e-122	5.17175689796e-122	7.81043190874e-124	4.81194554092e-124	1.1557585427e-121	8.27796465108e-122	3.24532030742e-122	8.32167080658e-122	5.83596914641e-121	4.73690632584e-122	4.34406209956e-122	7.66294028582e-122	5.61521601056e-122	1.87325251928e-123	2.24112643639e-122	7.50522733466e-121	4.22930059145e-122	2.30485602271e-122	
1.00190197491e-142	5.88352722607e-143	9.87218982464e-144	1.8824986842e-141	2.54362545393e-142	3.50848686232e-142	1.0118214324e-142	1.43964850522e-141	5.19355145299e-143	6.25619251534e-142	8.41194132081e-143	1.65295302623e-145	1.19555094012e-143	1.2008776479e-142	7.14525512184e-145	1.37564277032e-143	8.0748490651e-143	1.1546447824e-143	3.10755114458e-142	2.25581967044e-142	3.604973835e-142	7.13916190448e-142	3.93982412028e-143	1.41536173025e-142	1.89995015639e-141	1.28723732566e-142	1.15000202835e-141	1.16571495788e-141	1.58571902238e-143	9.91008498892e-142	
1.09765155497e-127	7.90505353893e-128	2.35929110314e-130	5.03606576723e-128	1.63421901232e-127	2.78932494327e-128	8.75185517368e-128	2.4752880043e-128	2.92279640375e-128	5.61409161275e-130	4.09088082803e-129	3.54293409422e-128	7.20037459771e-128	9.08502854792e-128	4.48380567369e-128	5.09206413639e-130	8.61859799381e-128	4.95972666219e-130	3.67169733743e-128	1.27646350191e-128	2.11405759617e-129	1.26276097664e-128	3.56814825108e-128	3.34823723525e-128	1.98418754632e-128	1.78877397483e-128	6.4334768556e-130	3.80446780327e-128	4.55694502757e-128	1.72470371334e-127	
2.96673337801e-132	3.73878267267e-131	1.60458814543e-130	4.76901319573e-131	3.59172782946e-130	2.35726744749e-130	5.25354859528e-131	2.64266482403e-133	8.02338294124e-130	7.00430539887e-132	1.47820231787e-130	2.30814012504e-130	1.12888993344e-133	1.8863209732e-130	2.37783710857e-130	7.79607072732e-131	3.50050559114e-131	6.47865018216e-130	5.39890520601e-132	1.21229013644e-133	2.02637098913e-132	1.6073999694e-130	7.41418209891e-134	9.32545110431e-133	2.80683307267e-131	3.40862990963e-130	2.11662503217e-130	1.00517198106e-130	1.50480578677e-130	2.46921006795e-130	
3.0918732307e-125	9.22942343097e-126	1.18449311318e-125	6.56849251888e-128	1.36312210596e-126	8.46940211691e-126	8.76140074383e-126	3.29340773575e-124	1.20679620226e-125	1.60162576264e-124	2.80630014898e-125	1.33121318118e-125	2.74523185897e-125	8.51883017326e-126	6.22662023659e-127	1.49985700544e-125	3.67434058243e-124	1.18338755707e-125	4.72343996839e-126	3.97277700872e-126	5.89531367584e-125	4.10193714029e-125	5.04640290912e-125	2.68015899838e-126	4.35357896295e-126	2.18532137586e-125	1.40707821182e-125	2.07653893325e-127	1.34675870605e-125	2.9338505499e-125	
7.62018201157e-125	3.54108817604e-126	1.00237351627e-124	2.76907751539e-126	9.71804572691e-126	1.04176729813e-126	7.11295180611e-126	8.44293331747e-125	4.17305410973e-126	1.42657236438e-127	1.85540290669e-126	1.47717920858e-126	2.97520461247e-127	3.18005225192e-125	1.92718792526e-125	1.46830633251e-125	1.42346444919e-125	6.36873029043e-126	4.5055854719e-126	4.51971289038e-128	4.19838623437e-125	4.54639935933e-126	1.00880262804e-125	7.7115871245e-126	2.12543877775e-126	2.55207541959e-126	2.29221089248e-126	2.49261617496e-127	1.91619271373e-126	1.17463259224e-125	
2.65215103976e-129	3.13609907196e-130	3.87524027213e-133	2.74311466632e-131	2.54977723019e-130	1.87938507276e-131	2.94461530343e-131	4.48089886407e-130	4.14053719403e-132	1.09471750257e-129	5.72913887904e-132	2.08037787501e-131	1.41171723275e-131	1.22553932024e-134	2.20420124122e-132	2.0672654832e-129	1.16616552079e-130	9.21533116815e-131	1.41618314119e-133	8.4351281519e-130	1.327543928e-131	3.27225192925e-129	5.64403541295e-132	7.46691398651e-132	3.05158170067e-132	5.91838316063e-132	1.31433772772e-132	5.19975374128e-131	3.51236729446e-132	1.56445866021e-129	
3.79524927453e-125	7.30261580285e-125	2.89489671823e-125	8.52368571317e-125	1.18514004526e-125	3.98812023597e-124	1.40507827938e-125	1.22917760102e-124	1.17649530836e-124	1.83886106283e-124	2.76567876661e-124	9.59650721384e-123	3.14458501251e-124	7.26820797688e-124	9.2478140272e-124	1.03128904264e-125	7.43189745909e-124	1.53289788651e-125	1.23158770052e-124	1.28950579082e-124	1.56763243823e-123	7.72021375537e-125	5.12220859057e-125	3.56493962457e-125	4.63651696492e-123	9.68704304205e-125	2.69398792281e-126	3.07274239275e-125	1.9248611663e-124	1.08216714037e-124	
